,File,RelativePath,species
5974,2023-07-27 01-16-06.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5975,2023-07-27 01-16-13.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5976,2023-07-27 01-16-20.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5977,2023-07-27 01-16-27.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5978,2023-07-27 01-16-43.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5979,2023-07-27 01-16-51.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5980,2023-07-27 01-17-08.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5981,2023-07-27 01-17-16.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5982,2023-07-27 01-17-37.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5983,2023-07-27 01-17-44.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5984,2023-07-27 01-17-53.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5985,2023-07-27 01-18-01.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5986,2023-07-27 01-18-08.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5987,2023-07-27 01-18-15.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5988,2023-07-27 01-18-22.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5989,2023-07-27 01-18-44.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5990,2023-07-27 01-18-52.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5991,2023-07-27 01-19-06.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5992,2023-07-27 01-19-42.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5993,2023-07-27 01-19-49.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5994,2023-07-27 01-20-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5995,2023-07-27 01-20-09.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5996,2023-07-27 01-20-40.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5997,2023-07-27 01-20-46.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5998,2023-07-27 01-21-03.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
5999,2023-07-27 01-21-10.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6000,2023-07-27 01-21-18.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6001,2023-07-27 01-21-26.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6002,2023-07-27 01-21-34.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6003,2023-07-27 01-21-42.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6004,2023-07-27 01-21-49.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6005,2023-07-27 01-21-56.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6006,2023-07-27 01-22-04.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6007,2023-07-27 01-22-29.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6008,2023-07-27 01-22-48.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6009,2023-07-27 03-47-59.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6010,2023-07-27 03-48-07.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6011,2023-07-27 03-48-20.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6012,2023-07-27 03-48-28.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6013,2023-07-27 03-48-38.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6014,2023-07-27 03-48-45.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6015,2023-07-27 03-49-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6016,2023-07-27 03-49-08.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6017,2023-07-27 03-49-15.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6018,2023-07-27 03-49-27.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6019,2023-07-27 03-49-44.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6020,2023-07-27 03-49-51.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6021,2023-07-27 03-50-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6022,2023-07-27 03-50-31.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6023,2023-07-27 03-50-57.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6024,2023-07-27 03-51-07.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6025,2023-07-27 03-51-17.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6026,2023-07-27 03-51-30.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6027,2023-07-27 03-52-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6028,2023-07-27 03-52-18.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6029,2023-07-27 04-03-38.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6030,2023-07-27 04-03-46.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6031,2023-07-27 04-04-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6032,2023-07-27 04-06-48.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6033,2023-07-27 04-06-58.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6034,2023-07-27 04-07-18.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6035,2023-07-27 04-07-30.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6036,2023-07-27 04-07-37.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6037,2023-07-27 04-07-43.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6038,2023-07-27 04-07-50.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6039,2023-07-27 04-08-05.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6040,2023-07-27 04-08-21.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6041,2023-07-27 04-08-29.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6042,2023-07-27 04-09-09.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6043,2023-07-27 04-09-17.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6044,2023-07-27 04-09-28.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6045,2023-07-27 04-15-16.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6046,2023-07-27 04-15-48.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6047,2023-07-27 04-15-59.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6048,2023-07-27 04-16-07.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6049,2023-07-27 04-16-14.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6050,2023-07-27 04-16-22.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6051,2023-07-27 04-16-31.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6052,2023-07-27 04-16-44.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6053,2023-07-27 04-16-54.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6054,2023-07-27 04-17-01.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6055,2023-07-27 04-17-10.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6056,2023-07-27 04-17-17.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6057,2023-07-27 04-17-24.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6058,2023-07-27 04-17-32.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6059,2023-07-27 04-17-40.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6060,2023-07-27 04-17-47.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6061,2023-07-27 04-17-55.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6062,2023-07-27 04-18-06.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6063,2023-07-27 04-18-13.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6064,2023-07-27 04-18-21.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6065,2023-07-27 04-18-32.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6066,2023-07-27 04-18-41.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6067,2023-07-27 04-18-48.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6068,2023-07-27 04-18-54.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6069,2023-07-27 04-19-03.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6070,2023-07-27 04-19-11.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6071,2023-07-27 04-19-17.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6072,2023-07-27 04-19-25.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6073,2023-07-27 04-19-35.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6074,2023-07-27 04-19-52.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6075,2023-07-27 04-20-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6076,2023-07-27 04-20-11.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6077,2023-07-27 04-20-20.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6078,2023-07-27 04-20-39.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6079,2023-07-27 04-20-52.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6080,2023-07-27 04-21-00.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6081,2023-07-27 04-21-29.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6082,2023-07-27 04-21-46.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6083,2023-07-27 04-21-53.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6084,2023-07-27 04-22-02.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6085,2023-07-27 04-22-26.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6086,2023-07-27 04-22-33.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6087,2023-07-27 04-23-01.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6088,2023-07-27 04-23-08.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6089,2023-07-27 04-41-51.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6090,2023-07-27 04-41-59.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6091,2023-07-27 04-42-09.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6092,2023-07-27 04-42-52.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6093,2023-07-27 04-43-03.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6094,2023-07-27 04-43-38.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6095,2023-07-27 04-44-19.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6096,2023-07-27 04-44-30.JPG,07_MOSZCZANIEC\B\Lato\1,reddeer
6097,2023-07-28 13-02-58.JPG,07_MOSZCZANIEC\B\Lato\1,bird
6098,2023-07-28 15-51-42.JPG,07_MOSZCZANIEC\B\Lato\1,Empty
6099,2023-07-29 17-29-44.JPG,07_MOSZCZANIEC\B\Lato\1,bird
6100,2023-07-17 06-13-32.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6101,2023-07-17 06-13-40.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6102,2023-07-17 06-13-47.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6103,2023-07-17 06-13-55.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6104,2023-07-17 06-14-08.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6105,2023-07-17 06-14-15.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6106,2023-07-17 06-14-27.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6107,2023-07-17 06-14-35.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6108,2023-07-17 06-16-07.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6109,2023-07-17 06-16-23.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6110,2023-07-17 06-16-31.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6111,2023-07-17 06-16-39.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6112,2023-07-17 06-16-46.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6113,2023-07-17 06-17-02.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6114,2023-07-17 06-17-09.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6115,2023-07-17 06-17-19.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6116,2023-07-17 06-17-29.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6117,2023-07-17 06-17-39.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6118,2023-07-17 19-14-02.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6119,2023-07-17 19-14-16.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6120,2023-07-17 19-14-24.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6121,2023-07-17 19-14-31.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6122,2023-07-17 19-17-15.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6123,2023-07-18 07-56-48.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6124,2023-07-18 07-56-55.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6125,2023-07-18 08-05-50.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6126,2023-07-18 08-05-58.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6127,2023-07-18 11-34-40.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6128,2023-07-18 19-07-27.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6129,2023-07-19 06-16-11.JPG,07_MOSZCZANIEC\B\Lato\2,marten
6130,2023-07-20 22-53-39.JPG,07_MOSZCZANIEC\B\Lato\2,marten
6131,2023-07-21 07-03-47.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6132,2023-07-21 07-03-54.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6133,2023-07-21 18-35-35.JPG,07_MOSZCZANIEC\B\Lato\2,bear
6134,2023-07-21 18-35-42.JPG,07_MOSZCZANIEC\B\Lato\2,bear
6135,2023-07-23 06-56-58.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6136,2023-07-24 20-02-33.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6137,2023-07-25 13-08-00.JPG,07_MOSZCZANIEC\B\Lato\2,squirrel
6138,2023-07-25 18-04-19.JPG,07_MOSZCZANIEC\B\Lato\2,squirrel
6139,2023-07-25 18-04-27.JPG,07_MOSZCZANIEC\B\Lato\2,squirrel
6140,2023-07-25 18-04-39.JPG,07_MOSZCZANIEC\B\Lato\2,squirrel
6141,2023-07-26 00-53-55.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6142,2023-07-30 04-32-44.JPG,07_MOSZCZANIEC\B\Lato\2,reddeer
6143,2023-07-30 05-35-42.JPG,07_MOSZCZANIEC\B\Lato\2,roedeer
6144,2023-07-17 19-08-10.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6145,2023-07-17 23-21-36.JPG,07_MOSZCZANIEC\B\Lato\3,marten
6146,2023-07-19 15-58-30.JPG,07_MOSZCZANIEC\B\Lato\3,marten
6147,2023-07-19 15-58-41.JPG,07_MOSZCZANIEC\B\Lato\3,marten
6148,2023-07-19 19-51-38.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6149,2023-07-19 19-51-45.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6150,2023-07-19 19-51-53.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6151,2023-07-19 19-52-00.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6152,2023-07-19 19-52-15.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6153,2023-07-19 19-52-23.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6154,2023-07-21 07-01-28.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6155,2023-07-21 07-01-40.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6156,2023-07-21 07-01-50.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6157,2023-07-21 07-02-02.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6158,2023-07-21 10-49-40.JPG,07_MOSZCZANIEC\B\Lato\3,Empty
6159,2023-07-22 05-31-19.JPG,07_MOSZCZANIEC\B\Lato\3,roedeer
6160,2023-07-22 05-31-27.JPG,07_MOSZCZANIEC\B\Lato\3,roedeer
6161,2023-07-22 08-27-56.JPG,07_MOSZCZANIEC\B\Lato\3,roedeer
6162,2023-07-22 08-28-15.JPG,07_MOSZCZANIEC\B\Lato\3,roedeer
6163,2023-07-23 04-41-35.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6164,2023-07-23 04-41-43.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6165,2023-07-23 13-27-27.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6166,2023-07-23 23-23-30.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6167,2023-07-25 11-06-50.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6168,2023-07-25 15-41-05.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6169,2023-07-25 16-59-33.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6170,2023-07-25 20-44-52.JPG,07_MOSZCZANIEC\B\Lato\3,reddeer
6171,2023-07-25 21-00-44.JPG,07_MOSZCZANIEC\B\Lato\3,fox
6172,2023-07-29 07-44-50.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6173,2023-07-29 07-45-06.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6174,2023-07-29 10-38-23.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6175,2023-07-30 02-08-18.JPG,07_MOSZCZANIEC\B\Lato\3,marten
6176,2023-07-30 02-10-55.JPG,07_MOSZCZANIEC\B\Lato\3,marten
6177,2023-07-30 11-37-59.JPG,07_MOSZCZANIEC\B\Lato\3,squirrel
6178,2022-11-09 16-29-43.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6179,2022-11-12 23-11-20.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6180,2022-11-12 23-11-29.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6181,2022-11-12 23-11-47.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6182,2022-11-12 23-12-11.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6183,2022-11-12 23-12-24.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6184,2022-11-13 12-23-48.JPG,07_MOSZCZANIEC\B\Późna jesień\1,human
6185,2022-11-13 20-56-19.JPG,07_MOSZCZANIEC\B\Późna jesień\1,bear
6186,2022-11-13 20-56-28.JPG,07_MOSZCZANIEC\B\Późna jesień\1,bear
6187,2022-11-15 08-51-38.JPG,07_MOSZCZANIEC\B\Późna jesień\1,bird
6188,2022-11-15 08-53-49.JPG,07_MOSZCZANIEC\B\Późna jesień\1,bird
6189,2022-11-15 08-54-16.JPG,07_MOSZCZANIEC\B\Późna jesień\1,bird
6190,2022-11-18 01-57-19.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6191,2022-11-18 01-59-24.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6192,2022-11-18 01-59-41.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6193,2022-11-18 02-00-14.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6194,2022-11-18 02-04-52.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6195,2022-11-18 02-06-48.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6196,2022-11-18 02-06-58.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6197,2022-11-18 10-41-56.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6198,2022-11-19 00-46-12.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6199,2022-11-19 00-47-03.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6200,2022-11-19 00-47-32.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6201,2022-11-19 00-49-06.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6202,2022-11-19 00-49-27.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6203,2022-11-19 00-51-33.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6204,2022-11-19 00-52-52.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6205,2022-11-19 01-14-36.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6206,2022-11-19 01-17-29.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6207,2022-11-19 01-34-03.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6208,2022-11-19 01-35-10.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6209,2022-11-19 01-37-56.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6210,2022-11-19 01-38-35.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6211,2022-11-19 01-41-34.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6212,2022-11-19 01-42-11.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6213,2022-11-19 01-43-14.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6214,2022-11-19 01-45-55.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6215,2022-11-19 02-46-50.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6216,2022-11-19 04-08-08.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6217,2022-11-19 04-08-49.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6218,2022-11-19 04-09-11.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6219,2022-11-19 04-16-50.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6220,2022-11-19 04-18-45.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6221,2022-11-19 04-21-47.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6222,2022-11-19 04-24-51.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6223,2022-11-19 04-25-33.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6224,2022-11-19 04-25-45.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6225,2022-11-19 04-26-01.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6226,2022-11-19 04-26-57.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6227,2022-11-19 04-27-05.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6228,2022-11-19 04-27-24.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6229,2022-11-19 04-27-36.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6230,2022-11-19 04-29-03.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6231,2022-11-19 04-29-11.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6232,2022-11-19 04-32-34.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6233,2022-11-19 04-33-27.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6234,2022-11-19 04-33-35.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6235,2022-11-19 04-37-40.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6236,2022-11-19 04-41-34.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6237,2022-11-19 05-16-59.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6238,2022-11-19 05-30-19.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6239,2022-11-19 05-38-17.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6240,2022-11-19 05-43-38.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6241,2022-11-19 05-57-11.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6242,2022-11-20 03-37-23.JPG,07_MOSZCZANIEC\B\Późna jesień\1,beaver
6243,2022-11-22 17-29-29.JPG,07_MOSZCZANIEC\B\Późna jesień\1,wolf
6244,2022-11-12 22-04-19.JPG,07_MOSZCZANIEC\B\Późna jesień\2,wolf
6245,2022-11-12 23-09-51.JPG,07_MOSZCZANIEC\B\Późna jesień\2,wolf
6246,2022-11-15 06-04-01.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6247,2022-11-15 06-04-13.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6248,2022-11-17 02-22-30.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6249,2022-11-17 05-08-00.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6250,2022-11-17 05-08-07.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6251,2022-11-17 05-08-17.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6252,2022-11-17 05-08-25.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6253,2022-11-19 07-53-11.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6254,2022-11-19 07-53-18.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6255,2022-11-19 07-53-27.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6256,2022-11-19 07-53-35.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6257,2022-11-19 09-57-03.JPG,07_MOSZCZANIEC\B\Późna jesień\2,wolf
6258,2022-11-20 10-32-08.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6259,2022-11-21 18-47-59.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6260,2022-11-21 18-48-07.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6261,2022-11-21 18-48-14.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6262,2022-11-21 18-48-24.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6263,2022-11-22 06-34-18.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6264,2022-11-22 06-34-26.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6265,2022-11-22 06-34-34.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6266,2022-11-22 06-34-51.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6267,2022-11-22 06-34-59.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6268,2022-11-22 06-35-07.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6269,2022-11-22 08-35-22.JPG,07_MOSZCZANIEC\B\Późna jesień\2,roedeer
6270,2022-11-18 21-10-16.JPG,07_MOSZCZANIEC\B\Późna jesień\3,roedeer
6271,2022-11-19 01-40-25.JPG,07_MOSZCZANIEC\B\Późna jesień\3,roedeer
6272,2022-11-19 01-42-09.JPG,07_MOSZCZANIEC\B\Późna jesień\3,roedeer
6273,2022-11-19 01-42-24.JPG,07_MOSZCZANIEC\B\Późna jesień\3,roedeer
