,image_path,bbox,category,count,empty
4479,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-15-12.JPG,[       2942      1746.4      3546.7      2357.5],1.0,1.0,False
4480,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-15-44.JPG,[     2892.1        1824      3465.7      2384.6],1.0,1.0,False
4481,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-17-14.JPG,[     2877.3      1915.9      3373.4      2361.6],1.0,1.0,False
4482,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-18-21.JPG,[     2955.2        1773      3552.2      2371.8],1.0,1.0,False
4483,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-19-01.JPG,[     2905.6      1800.5      3559.3      2416.5],1.0,1.0,False
4484,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-20-00.JPG,[       2938      1746.2      3486.1      2446.1],1.0,1.0,False
4485,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-20-22.JPG,[     2912.8      1717.1      3550.6        2415],1.0,1.0,False
4486,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-20-44.JPG,[          0           0           0           0],0.0,0.0,True
4487,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-20-52.JPG,[     2844.1      1837.8      3562.2      2436.5],1.0,1.0,False
4488,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-21-30.JPG,[          0           0           0           0],0.0,0.0,True
4489,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-21-51.JPG,[     2952.1      1774.9      3521.2      2469.3],1.0,1.0,False
4490,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-22-13.JPG,[     2926.1      1843.4      3480.7        2464],1.0,1.0,False
4491,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-22-49.JPG,[     2963.5      1767.2      3578.5      2358.2],1.0,1.0,False
4492,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-22-57.JPG,[       2939      1758.4      3560.1      2375.6],1.0,1.0,False
4493,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-23-04.JPG,[     2944.9      1763.9        3561      2360.9],1.0,1.0,False
4494,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-23-55.JPG,[     2873.5        1779      3564.1      2336.7],1.0,1.0,False
4495,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-24-43.JPG,[     2939.8      1798.1      3563.6      2371.3],1.0,1.0,False
4496,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-25-17.JPG,[     2945.3      1785.4      3563.7      2359.3],1.0,1.0,False
4497,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-25-29.JPG,[          0           0           0           0],0.0,0.0,True
4498,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-27-23.JPG,[     2981.8      1762.5      3561.9      2397.3],1.0,1.0,False
4499,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-27-38.JPG,[     2937.6      1772.6      3559.2        2425],1.0,1.0,False
4500,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-29-02.JPG,[     2950.1      1756.2      3556.8        2416],1.0,1.0,False
4501,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-29-39.JPG,[     2948.1      1734.5      3553.2        2392],1.0,1.0,False
4502,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-29-52.JPG,[     2926.9      1761.5      3562.5      2403.1],1.0,1.0,False
4503,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-32-47.JPG,[     2965.3      1837.6      3576.5        2379],1.0,1.0,False
4504,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-34-52.JPG,[     2990.2      1849.9      3549.7        2371],1.0,1.0,False
4505,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-37-13.JPG,[     3063.1        1872      3492.7      2367.9],1.0,1.0,False
4506,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-37-35.JPG,[     3470.4      1781.4      4333.1      2478.5],1.0,1.0,False
4507,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-37-55.JPG,[     3487.4      1611.8      4258.3      2491.4],1.0,1.0,False
4508,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-38-03.JPG,[     3514.2      1906.1      4187.8      2482.7],1.0,1.0,False
4509,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-38-14.JPG,[     3015.4      1799.2      3589.9      2336.9],1.0,1.0,False
4510,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-40-26.JPG,[     2772.6      1861.8      3571.7      2288.9],1.0,1.0,False
4511,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-41-10.JPG,[     2547.9      1923.6      3200.3      2328.8],1.0,1.0,False
4512,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-47-20.JPG,[     3185.3      1760.8      3585.9      2300.5],1.0,1.0,False
4513,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-49-14.JPG,[     3132.8      1733.5        3574      2323.2],1.0,1.0,False
4514,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 19-50-05.JPG,[     3116.8      1815.8      3539.8      2327.7],1.0,1.0,False
4515,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 20-37-06.JPG,[          0           0           0           0],0.0,0.0,True
4516,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 20-37-25.JPG,[     2522.2      1932.5      3236.8      2312.3],1.0,1.0,False
4517,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 20-37-40.JPG,[     3048.6      1744.7      3578.2        2341],1.0,1.0,False
4518,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-20 20-38-44.JPG,[     2705.4      1917.4      3348.9      2291.1],1.0,1.0,False
4519,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-27-47.JPG,[          0           0           0           0],0.0,0.0,True
4520,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-30-18.JPG,[     2956.1      1872.3      3462.7      2263.2],1.0,1.0,False
4521,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-30-31.JPG,[     3270.1      1794.7      3585.7      2241.2],1.0,1.0,False
4522,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-38-47.JPG,[     3022.7        1882      3514.3      2383.6],1.0,1.0,False
4523,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-52-01.JPG,[     2948.4      1923.3      3437.8      2268.3],1.0,1.0,False
4524,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-53-12.JPG,[     3114.9      1890.4      3569.2      2255.2],1.0,1.0,False
4525,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-55-51.JPG,[     3014.2      1802.2      3588.3      2289.6],1.0,1.0,False
4526,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-55-59.JPG,[     2744.4      1879.2      3540.2      2325.4],1.0,1.0,False
4527,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-56-09.JPG,[     2875.8      1907.6      3588.5        2389],1.0,1.0,False
4528,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-56-16.JPG,[     2938.1      1522.3      3411.4      2399.3],1.0,1.0,False
4529,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-56-23.JPG,[     2890.7      1906.7        3410      2408.9],1.0,1.0,False
4530,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-56-53.JPG,[          0           0           0           0],0.0,0.0,True
4531,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-57-13.JPG,[       2965      1512.4      3398.6      2408.2],1.0,1.0,False
4532,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-57-25.JPG,[     2947.9      1508.5      3379.4        2395],1.0,1.0,False
4533,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-57-32.JPG,[       2947      2002.2      3773.6      2481.9],1.0,1.0,False
4534,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-58-04.JPG,[     3054.4      1480.8      3476.2      2439.3],1.0,1.0,False
4535,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-58-24.JPG,[     3055.3      1488.4      3533.6      2484.5],1.0,1.0,False
4536,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-58-31.JPG,[          0           0           0           0],0.0,0.0,True
4537,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-59-06.JPG,[          0           0           0           0],0.0,0.0,True
4538,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-59-15.JPG,[     3051.6      1492.9      3482.9      2458.6],1.0,1.0,False
4539,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 21-59-42.JPG,[     3105.4      1491.9      3537.1      2476.5],1.0,1.0,False
4540,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 22-00-01.JPG,[     3188.8      1502.2      3633.2      2475.9],1.0,1.0,False
4541,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 22-00-31.JPG,[          0           0           0           0],0.0,0.0,True
4542,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-21 22-00-48.JPG,[     3018.1      1860.3      3566.8      2275.8],1.0,1.0,False
4543,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-22 19-00-08.JPG,[       2392        1923      3159.1      2340.9],1.0,1.0,False
4544,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-22 19-00-17.JPG,[          0           0           0           0],0.0,0.0,True
4545,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-22 19-04-46.JPG,[     2913.1      1933.3      3685.1      2447.5],1.0,1.0,False
4546,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-42-27.JPG,[     2676.1      1963.7      3231.5      2340.4],1.0,1.0,False
4547,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-42-36.JPG,[     3079.4      1469.7      3420.5      2427.3],1.0,1.0,False
4548,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-42-47.JPG,[          0           0           0           0],0.0,0.0,True
4549,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-43-05.JPG,[          0           0           0           0],0.0,0.0,True
4550,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-43-13.JPG,[     3001.5      1385.4      3377.5      2379.5],1.0,1.0,False
4551,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-44-11.JPG,[     2916.6      1782.7      3575.1        2409],1.0,1.0,False
4552,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-44-24.JPG,[     2868.1      1806.7      3560.9      2401.8],1.0,1.0,False
4553,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-44-32.JPG,[     3023.1      1802.3      3585.1      2365.6],1.0,1.0,False
4554,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-44-39.JPG,[          0           0           0           0],0.0,0.0,True
4555,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-48-43.JPG,[          0           0           0           0],0.0,0.0,True
4556,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-49-39.JPG,[     2507.5      1933.6      3159.8        2331],1.0,1.0,False
4557,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-49-49.JPG,[     2967.6      1765.3      3593.3      2351.5],1.0,1.0,False
4558,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-50-22.JPG,[     1265.6      2023.5      1874.9      2443.4],1.0,2.0,False
4559,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-54-33.JPG,[     2826.8      1862.6      3361.1      2365.6],1.0,1.0,False
4560,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-55-11.JPG,[     2925.9      1884.1      3476.6      2364.7],1.0,1.0,False
4561,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-55-47.JPG,[     2958.2      1798.6      3578.7      2344.8],1.0,1.0,False
4562,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-56-15.JPG,[     2915.1        1906      3420.4        2382],1.0,1.0,False
4563,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-56-43.JPG,[     2983.3      1760.4      3607.6      2357.7],1.0,2.0,False
4564,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-57-24.JPG,[       2861      1902.2      3345.3      2384.9],1.0,1.0,False
4565,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-57-44.JPG,[       2947      1785.2        3589      2352.7],1.0,1.0,False
4566,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-57-58.JPG,[     2983.6      1755.2      3583.5      2380.4],1.0,2.0,False
4567,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-58-08.JPG,[     2999.1      1760.8        3585      2382.3],1.0,1.0,False
4568,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 20-58-24.JPG,[     2977.2      1816.3      3566.1      2380.7],1.0,1.0,False
4569,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-00-01.JPG,[     2895.7      1788.6      3554.3      2385.6],1.0,1.0,False
4570,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-01-23.JPG,[     2977.2        1783      3586.5      2376.1],1.0,1.0,False
4571,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-02-15.JPG,[     3001.2      1876.3      3445.9      2357.5],1.0,1.0,False
4572,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-03-58.JPG,[     2960.6      1892.9      3472.2      2360.7],1.0,2.0,False
4573,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-04-14.JPG,[       2984      1700.9      4059.8      2363.9],1.0,2.0,False
4574,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-05-23.JPG,[     3018.7      1697.5        4233      2376.2],1.0,1.0,False
4575,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-06-34.JPG,[       2977      1740.7        3592      2358.8],1.0,1.0,False
4576,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-07-26.JPG,[     2987.5      1811.4      3558.7      2346.7],1.0,1.0,False
4577,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-07-37.JPG,[     3078.5      1941.7      4145.7      2479.1],1.0,1.0,False
4578,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-07-59.JPG,[     3677.5      1499.3      4156.2        2503],1.0,1.0,False
4579,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-08-15.JPG,[     3515.3      1735.1      4195.6        2537],1.0,1.0,False
4580,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-08-28.JPG,[     2947.6      1949.4      3706.4      2476.6],1.0,1.0,False
4581,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-12-56.JPG,[       3255      1736.7      3595.9      2231.2],1.0,1.0,False
4582,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-18-42.JPG,[     3075.7      1807.7      3592.7        2297],1.0,1.0,False
4583,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-19-04.JPG,[     3073.6      1846.5      3475.7      2338.7],1.0,1.0,False
4584,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-19-44.JPG,[     3048.2      1798.1      3532.5      2241.8],1.0,1.0,False
4585,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-20-13.JPG,[     3119.7      1745.6      3595.6      2287.9],1.0,1.0,False
4586,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-20-51.JPG,[     3143.5      1836.2        3558      2302.2],1.0,1.0,False
4587,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-21-14.JPG,[     3127.1      1744.6      3604.4      2330.3],1.0,1.0,False
4588,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-21-40.JPG,[     2981.4      1772.7      3579.3      2330.2],1.0,1.0,False
4589,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-21-55.JPG,[     2984.1      1834.8      3420.1      2294.8],1.0,1.0,False
4590,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-22-01.JPG,[     1293.6      1943.2      1748.9      2289.7],1.0,1.0,False
4591,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-53-41.JPG,[     3026.6      1772.5      3599.3      2332.9],1.0,1.0,False
4592,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-55-24.JPG,[     2999.8      1790.2      3599.9        2385],1.0,1.0,False
4593,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-56-56.JPG,[     2975.7      1769.6      3592.8      2389.9],1.0,1.0,False
4594,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-57-02.JPG,[     2909.4      1829.5      3566.7      2398.4],1.0,1.0,False
4595,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-57-13.JPG,[     2896.4      1919.8      3393.4        2397],1.0,1.0,False
4596,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 21-57-21.JPG,[       2378      1941.5      3026.5      2274.3],1.0,1.0,False
4597,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-50-03.JPG,[     2576.9      1935.3      3283.5      2320.9],1.0,1.0,False
4598,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-52-10.JPG,[     2894.6      1803.6      3597.3      2386.8],1.0,1.0,False
4599,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-52-42.JPG,[     2991.3      1780.5      3597.6      2394.7],1.0,1.0,False
4600,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-53-42.JPG,[     2951.7        1791      3574.6      2383.4],1.0,1.0,False
4601,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-53-54.JPG,[     2896.3      1882.3      3529.6      2345.2],1.0,1.0,False
4602,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-54-23.JPG,[     2966.3        1861        3609      2394.9],1.0,1.0,False
4603,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 22-59-09.JPG,[       2960      1894.5        3612      2445.9],1.0,1.0,False
4604,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-00-12.JPG,[     3143.7        1791      3573.7      2282.7],1.0,1.0,False
4605,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-00-28.JPG,[     3237.1      1792.7      3612.1      2232.9],1.0,1.0,False
4606,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-01-59.JPG,[     3111.9      1780.8      3604.8      2228.5],1.0,2.0,False
4607,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-02-36.JPG,[     2995.2      1740.6      3604.9      2348.8],1.0,1.0,False
4608,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-05-10.JPG,[       2883      1916.9      3569.5      2386.4],1.0,1.0,False
4609,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-06-43.JPG,[     2979.1      1822.7      3612.3      2369.4],1.0,1.0,False
4610,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-08-09.JPG,[     2994.1        1712      4069.8      2386.2],1.0,1.0,False
4611,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-11-55.JPG,[     3001.1      1819.8      3605.7        2418],1.0,1.0,False
4612,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-12-13.JPG,[     2987.6      1842.8      3617.1      2408.4],1.0,1.0,False
4613,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-15-36.JPG,[     2993.2      1940.6      3529.4      2452.5],1.0,1.0,False
4614,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-15-54.JPG,[     3064.5      1619.2      3517.2        2329],1.0,1.0,False
4615,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-17-04.JPG,[     2964.1      1860.3      3522.6      2337.1],1.0,1.0,False
4616,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-17-16.JPG,[     3163.4      1916.1        3776      2464.5],1.0,1.0,False
4617,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-17-28.JPG,[     3467.1      1688.8      4042.2      2539.7],1.0,1.0,False
4618,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-17-56.JPG,[     3543.4      1626.6      4009.4      2547.7],1.0,1.0,False
4619,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-18-03.JPG,[     3545.2      1598.2      3993.9      2548.1],1.0,1.0,False
4620,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-18-22.JPG,[     3494.1      1760.1      3973.3      2547.5],1.0,1.0,False
4621,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-20-43.JPG,[     2931.3      1952.6      3719.7        2501],1.0,1.0,False
4622,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-20-50.JPG,[          0           0           0           0],0.0,0.0,True
4623,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-22-35.JPG,[     2951.2        1808      3605.3      2258.1],1.0,1.0,False
4624,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-22-54.JPG,[       2481      1935.8      3162.4      2324.5],1.0,1.0,False
4625,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-23-12.JPG,[     2967.1        1575      3423.9      2357.5],1.0,1.0,False
4626,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-23-30.JPG,[     2917.5      1562.3      3426.9      2366.1],1.0,1.0,False
4627,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-23-41.JPG,[     2962.3        1906      3751.3        2418],1.0,1.0,False
4628,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-27-11.JPG,[     2984.2      1862.2      3607.2      2394.6],1.0,1.0,False
4629,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-28-04.JPG,[     2803.2      1930.2      3427.9      2405.3],1.0,1.0,False
4630,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-23 23-28-20.JPG,[          0           0           0           0],0.0,0.0,True
4631,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 00-59-47.JPG,[     3005.3      1981.5      3579.1      2297.4],1.0,1.0,False
4632,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-25-23.JPG,[     2900.2        1893      3469.1      2275.5],1.0,1.0,False
4633,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-25-59.JPG,[     2992.3      1785.7        3488      2295.4],1.0,1.0,False
4634,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-28-50.JPG,[     3049.1      1848.8      3582.9      2261.1],1.0,1.0,False
4635,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-28-59.JPG,[     2935.8      1876.6      3427.2      2296.4],1.0,1.0,False
4636,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-29-09.JPG,[     3061.2      1663.9      3511.1      2312.4],1.0,2.0,False
4637,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-30-16.JPG,[     2948.8      1818.7        3584        2290],1.0,1.0,False
4638,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-30-42.JPG,[     2936.3      1825.8      3654.7      2330.9],1.0,2.0,False
4639,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-33-24.JPG,[       2994      1813.8      3582.8      2255.3],1.0,1.0,False
4640,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-36-35.JPG,[     2880.8      1900.3      3397.2      2263.2],1.0,1.0,False
4641,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-49-12.JPG,[     2995.6      1849.3      3479.2      2348.4],1.0,1.0,False
4642,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-49-19.JPG,[          0           0           0           0],0.0,0.0,True
4643,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-49-28.JPG,[          0           0           0           0],0.0,0.0,True
4644,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-49-47.JPG,[     3111.2      1621.3      4067.4      2303.7],1.0,2.0,False
4645,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-49-58.JPG,[     3068.1      1624.4      4080.3        2299],1.0,2.0,False
4646,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-53-27.JPG,[     2999.9      1816.3      3582.3      2305.8],1.0,1.0,False
4647,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-53-51.JPG,[       3067      1953.7      3849.5      2458.7],1.0,1.0,False
4648,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-54-02.JPG,[     2978.7      1539.4      3429.7      2441.5],1.0,1.0,False
4649,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-54-14.JPG,[     2969.9        1557      3420.2      2434.6],1.0,1.0,False
4650,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-54-28.JPG,[     2939.1      1525.2      3471.3      2433.8],1.0,1.0,False
4651,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-54-35.JPG,[     3029.3      1537.8      3449.6      2438.9],1.0,1.0,False
4652,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-55-04.JPG,[     2993.5      1641.7      3475.3      2441.4],1.0,1.0,False
4653,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-55-17.JPG,[     3010.8      1637.2        3481      2441.1],1.0,1.0,False
4654,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-55-26.JPG,[     3005.6      1578.7        3469      2442.6],1.0,1.0,False
4655,../../pictures/10_ŁUPKÓW/B/Późna jesień/2/2022-11-24 03-55-35.JPG,[     3042.2      1597.1      3454.3      2443.1],1.0,1.0,False
